,person,selected offer
266709,f92d8e933dae400f8a215e23fe567259,offer_fail
266724,95ccad1d7a6e43df9e2ae70f12d19d01,5a8bc65990b245e5a138643cd4eb9837
266728,693e16a8afe24167b2e8e605498e7d42,offer_fail
266767,af63cf0ed6ad4c458a03cb321927b463,offer_fail
266772,f8e1667028a44d4b969a55774352235d,5a8bc65990b245e5a138643cd4eb9837
266783,7ee8a34e3f45439695ce127e1d96894c,offer_fail
266833,946eee504439450a8b38ef5009b688c6,5a8bc65990b245e5a138643cd4eb9837
266861,96478f7e1a44473f8e29342139a0b836,5a8bc65990b245e5a138643cd4eb9837
266862,f4a11bc75a014ad9996a79170fb59ec9,5a8bc65990b245e5a138643cd4eb9837
266868,37155a5f4ff248529399c95472186879,offer_fail
266871,83fdc79d9f0b418585987414dcdab348,offer_fail
266912,d082197413c04550b99d1fd1a53eb5c6,offer_fail
266923,f3257f402963433384b5e87f477e6e07,offer_fail
266942,53ea5c4a167140e7afbe5afcc56d1107,offer_fail
266954,69d92a8045434be1aac3a9aede35d961,5a8bc65990b245e5a138643cd4eb9837
266966,eac8836953ef4c78bcca69583c21fb87,offer_fail
266981,f5787b03240b4ac5964d921c0b808482,offer_fail
266993,0f323f6a9ad945fa9fdf0a9085c39ed4,5a8bc65990b245e5a138643cd4eb9837
266995,e4a3ed93b6a54f5cb3b50da3435e0ae1,offer_fail
267006,946b0436250a49d6b7ea9ad148479009,offer_fail
267010,027561a162a54d86b6d45af5071c4d27,offer_fail
267021,2f10c8022a9342ce8303cca33023c303,5a8bc65990b245e5a138643cd4eb9837
267032,a37cfa5f821440deb5e5771a3bb2a0d7,offer_fail
267042,1808ae5afa61471ca4676755b5eeabf9,5a8bc65990b245e5a138643cd4eb9837
267045,817a4167a4a14b9aa5ed27fb7ba9802b,offer_fail
267047,46d60875eab5470187ac6f439c3b81b0,offer_fail
267049,03716dbf46394867ba126ebe1ebc202e,offer_fail
267084,24a3df24be334727a9b6a704a1b536e6,offer_fail
267103,4ea6324f760d40b3bd6b44d660e7bf1c,offer_fail
267105,6fb8202f2b8f406197f1ef9e4c30c8d1,offer_fail
267124,989e038d4f24452a9749187962f9aa1a,offer_fail
267136,fd91690fcf5b477aa5b5bdedb238e907,5a8bc65990b245e5a138643cd4eb9837
267142,d8fcb80361374a7cb328c43b94bcfeba,offer_fail
267185,3bfb10e9ca4f4e6292425d16c0c1cff3,offer_fail
267240,58ddbf7074aa492694bf793799f7fbc9,5a8bc65990b245e5a138643cd4eb9837
267243,deea022f140443f8b05bb5da3ae30013,offer_fail
267271,b99a3a0c26e2406fa5d249d20a6b1911,offer_fail
267275,1e5d6388b5214fefb090a9a2a4d21983,5a8bc65990b245e5a138643cd4eb9837
267279,c1f75b94d45d42b189765a2533b526dd,offer_fail
267300,433a0d9532eb4aa39e91a12f12bb1d99,offer_fail
267306,1971866be459439aa62669bd4d56f394,offer_fail
267317,7d1f81064589437591e0bf7d9e794e30,offer_fail
267322,3737d713353449fa84851caa757c359f,offer_fail
267323,c0959d8c325f4f1999037c9c60b766b2,5a8bc65990b245e5a138643cd4eb9837
267343,8de3433dc1e846aeabc68799e7384d79,5a8bc65990b245e5a138643cd4eb9837
267361,8ce4fb9c95a440f0ae576e446060422b,offer_fail
267374,86c8ba18ecd94da382a23716c33b0bf8,offer_fail
267378,635be24b21ad43349ecc09b2b9e6dc3e,offer_fail
267381,6200620f3420479c9a00f5481fa4f0a3,offer_fail
267392,20fce895bebe4d5c9ce55fe83ea9ef90,offer_fail
267414,2eb1f939e4e44b11b753af7c44aa6f7f,offer_fail
267426,8cc1d48359af4d51bc4649728bf95ff6,5a8bc65990b245e5a138643cd4eb9837
267439,b9856bf1ebd14d05a9a34df2e1d5008d,offer_fail
267459,d295db8280754fd1ab7b43034eebb43f,offer_fail
267468,4b29c7edc4294b5b913708ea4ea2035f,offer_fail
267470,d6288202024a428ca83d6729f98b5050,offer_fail
267475,7670b6c0b39f40dd9871463d0ebe0829,5a8bc65990b245e5a138643cd4eb9837
267491,bf42d3e0c84845dc9142443a4fda410d,offer_fail
267520,fe4f913055d149a48a7fa6642cc6ff28,offer_fail
267537,d18d4dffd7324184928d1e918fdfcd8c,5a8bc65990b245e5a138643cd4eb9837
267546,ba019fba03e140e68af890010d357eba,offer_fail
267552,ef7d9f2c835b46c2b65be1525a4e97eb,offer_fail
267566,f6f28d120e3b4b65889a04e1b709b269,offer_fail
267572,b7fd24c0df4b4f979fb3444c8de85773,offer_fail
267589,535966e0a95d45389d4b8e935723b046,offer_fail
267621,da990329776f4c0ab73d0a277dde9a0a,offer_fail
267628,dfdbc40643404a1a8989b60e71a0d5e6,offer_fail
267643,9b5e22ec29e84cdcbafa8127471d71f0,offer_fail
267649,6b9047f3d8434afc8d4183a2abe774dc,offer_fail
267655,29678127a7de48cbadef66dd77771635,5a8bc65990b245e5a138643cd4eb9837
267665,cbfebb5384c04dcf86f1f9907c063c08,offer_fail
267666,5a5b3673afd1461a947a4b5deaaefd1c,5a8bc65990b245e5a138643cd4eb9837
267673,b3f40d0ce6694c18b8e7f0cfd05b882f,offer_fail
267683,ff1e4421836a43138e7a66b0f5f61879,5a8bc65990b245e5a138643cd4eb9837
267692,c7b1c663f55f405d9acb0dd1099530b0,5a8bc65990b245e5a138643cd4eb9837
267707,79501c86985d4ea08eded43b1cbc3a8c,5a8bc65990b245e5a138643cd4eb9837
267719,dfbbde46bf20495cab5b37d4debaa6d9,offer_fail
267722,945bc11409e943ea8fb7a23f28ddd00e,offer_fail
267726,0e18338db3524564870a52ee5cfe68a4,offer_fail
267727,c8586ab235a84a34b51ae3cc47920cab,offer_fail
267732,a34274d200d74984a02fc713392c8e01,5a8bc65990b245e5a138643cd4eb9837
267734,3c614a56b49f4cad85569da0c814f4b2,5a8bc65990b245e5a138643cd4eb9837
267747,b30f3bdbe2594b35b553702d468c49b0,offer_fail
267749,3e721d353367455e9a614a8ad85be101,offer_fail
267762,888c4bee1cb5473a975e73150c6b40e1,5a8bc65990b245e5a138643cd4eb9837
267777,a4d4393d96a3456bb68a434973ad9b47,offer_fail
267780,38d70ac6778f4aeca33e219f0456d2e9,offer_fail
267791,67c5378162d84c539292e3264eea8f70,offer_fail
267800,d9bd65bf66f74cd0b9a8f626ed14f7d8,5a8bc65990b245e5a138643cd4eb9837
267802,262277a4539a4ebda2d262bd0f6e438b,offer_fail
267804,41b149b89f654dcbbd9906cec1037a37,offer_fail
267808,85bad724041c414bb4b2655758b1b076,offer_fail
267823,bbdf0d745a8a42c285ec3a9dc99ddbb9,5a8bc65990b245e5a138643cd4eb9837
267829,a2f9b5fcc34649cf82d76d221024a644,5a8bc65990b245e5a138643cd4eb9837
267835,4ef77229d26e47bf81aa052ecf0921ca,5a8bc65990b245e5a138643cd4eb9837
267837,87b31f82fd6540f99fd24e368ee6743b,offer_fail
267843,4854ec4591d14861a009094685279a5b,offer_fail
267849,a07bdee33f0d4572b156cd5ea3133dc4,offer_fail
267852,6ed0fdde1b3644159eb78309c347e4c8,offer_fail
267864,5dd3c0d6576944cc91574ee4118bd008,offer_fail
267904,dbc1309c2e2b42ffaa754f87a2b405fd,offer_fail
267905,1e41c43e184e46759f01317e69f5cfcd,offer_fail
267906,2a50927670714f1f9307e29bd5f50c37,offer_fail
267919,b3a7a0a62e3445f69bf1f26a3447d6e0,5a8bc65990b245e5a138643cd4eb9837
267920,82d01ab3310b4244a3651583ac185ec3,5a8bc65990b245e5a138643cd4eb9837
267927,ba4804df03434481aa9c462bf862e452,offer_fail
267944,9a4f8b9976034a48a6599c41635a9386,offer_fail
267949,516deb12c5e249ea9cea3a55ef8ce20b,offer_fail
267954,c0e7f053eb564c528c3a5a920e7f8604,offer_fail
267961,bdb10049fb154a558df75400bf32afcc,offer_fail
267965,0a2d08c3970c4d2181711b61f4f9cb31,offer_fail
267969,8f4db7b3ffbf409fbf5185c266ae4630,offer_fail
267977,4455e61955bf4b6ba269ed2856f504e8,offer_fail
267987,7c56d46290a54a3292077fd06ee66249,offer_fail
267999,b3ba57dfc2d740f5807da2b270e96825,offer_fail
268007,0b254a1b95384340af47130bc63ee76b,5a8bc65990b245e5a138643cd4eb9837
268010,835f7241a8d84203b54c28b3b2334584,5a8bc65990b245e5a138643cd4eb9837
268026,fe083566dce34c52a6e9d8cfd87239e4,offer_fail
268030,1adc7b1c849a4b048097148dcad4272d,offer_fail
268050,cc3ad71378a240a0841158e9aefe046e,offer_fail
268062,cc9cc688903c431e8fa18db43ea4cb3b,offer_fail
268063,d470c8da3a134e13951d3ca40cc4d678,offer_fail
268072,adf7a0dbdb1e438ead376fcde5c87177,offer_fail
268082,2025ca2bf1d44eb7ab56cda9f6c52db8,offer_fail
268087,ecb3be2f4d4940e0ba4093d1f05b05b9,offer_fail
268089,286424d90dee4e23a07e1f374c69a89e,5a8bc65990b245e5a138643cd4eb9837
268098,38d65f5c05444db5a04a90fd5330e40e,offer_fail
268103,cc59216feb104537985779fdcd175197,offer_fail
268105,df8d8719603a4b8485bef794beb6a8e7,5a8bc65990b245e5a138643cd4eb9837
268106,d727102ac242449ab15f1bd1af28e6ff,offer_fail
268110,cdc70ea5dcfa497bb0c53b3fc20f3691,offer_fail
268131,0ac4ad9e2a114350a35d4bd48cb92617,5a8bc65990b245e5a138643cd4eb9837
268133,1945d447057244ac986fa6d07c278304,5a8bc65990b245e5a138643cd4eb9837
268136,4d6012820ac14c799000736b3f631259,offer_fail
268167,d5e5cd91cee74eab965c44d3e0fe1ebd,offer_fail
268168,6a1a4dcb646140af9ac2dc7ac1f8d63f,5a8bc65990b245e5a138643cd4eb9837
268192,52828a714b6643159c91c341d63945a6,offer_fail
268197,7f388ca9590a41ef8e1c69a9bee83f06,5a8bc65990b245e5a138643cd4eb9837
268204,65b28828b1c54ded8cc31b803dec748a,5a8bc65990b245e5a138643cd4eb9837
268219,875cc24b75544ba5adf81e64cec57d1b,offer_fail
268223,0bb50a84fe1040c69f941f6f34f751b2,offer_fail
268240,fdbce2d7af4f43a7a65b5c3105810f9a,offer_fail
268242,7ec292cf2eeb41288582c056fbe7775d,5a8bc65990b245e5a138643cd4eb9837
268244,d5d2aaeb26f64af58262392c733ceb3f,offer_fail
268261,50f4cc9c76be42dcb51805d48c033408,5a8bc65990b245e5a138643cd4eb9837
268262,7c0215df3417415ca0c150bed1f88ca4,offer_fail
268270,8286ac169418406d8845180f46634ade,5a8bc65990b245e5a138643cd4eb9837
268279,2b8d86f2e1624d09a8c14d80aee5a517,offer_fail
268286,f817370b73334e6692ea184342983684,offer_fail
268292,ee63c39ac43f44a28eca41ceab867c1d,offer_fail
268293,ee63c39ac43f44a28eca41ceab867c1d,offer_fail
268294,901a3a7315804f90b8d8c93db67b28fc,5a8bc65990b245e5a138643cd4eb9837
268304,4f822bd53d0d4af2b511355890d33c07,offer_fail
268306,b9950188abc7417c8c1ce93af735e762,offer_fail
268317,927ef2068ee24a5ca4002106b2864291,5a8bc65990b245e5a138643cd4eb9837
268341,8afd61052075479bacfe7dec6a27111c,5a8bc65990b245e5a138643cd4eb9837
268368,ece9045782cc41118d65b229e459a79d,5a8bc65990b245e5a138643cd4eb9837
268377,a0ae43a9b2d343e19a7cddb9c07353bd,offer_fail
268380,f02b33f57a3c4824a99ae579e5ff406b,5a8bc65990b245e5a138643cd4eb9837
268394,6ec2b241ddc0404eb3bcf22cb324b69e,5a8bc65990b245e5a138643cd4eb9837
268397,e4c1df33299b4b9d9d8924a45823095d,5a8bc65990b245e5a138643cd4eb9837
268398,f97466e2ac204f199f6adc61504b7108,offer_fail
268410,0121fe001b7a404fa9cbe486f8944baf,5a8bc65990b245e5a138643cd4eb9837
268412,15340eb06d624fa486d5f3853191e9a1,5a8bc65990b245e5a138643cd4eb9837
268418,39e6a566d6d54b7b844bf7753df3f958,offer_fail
268430,5da12276a82b4cdb908cb4977877d3b4,offer_fail
268447,92ee39236adb4aea87e5d4c96026f0f1,offer_fail
268451,a05d5de8d4314ec19162578f67af3fee,5a8bc65990b245e5a138643cd4eb9837
268461,947e6148f5364f1d99fd0779fd451769,offer_fail
268466,7d54b36f7d65453094592e734f3b1f5d,offer_fail
268468,74aeed36262c4e8a833f5ee579b2fcd3,offer_fail
268473,e01921a2a1824acb8d3819e75b954910,offer_fail
268482,7d838fbaa68e4c37a5a30fa1691c71c7,offer_fail
268485,5abdf66930f3406d9fe2dbb72f175ed3,5a8bc65990b245e5a138643cd4eb9837
268486,7afd804bab1a4408868bb5f493169e48,offer_fail
268494,8be1c2fa06c04e15b380249ff9be040b,offer_fail
268496,edde99158465417b8bdbeb5b351ff6cc,offer_fail
268506,ee933808dd9944af8828a38bd141e2a7,offer_fail
268527,bcbd951fa30e4b22a3683e7a3e211f98,offer_fail
268528,fa0441a827ee4834aac5d92d4fc1ff94,offer_fail
268549,f3c5000d9f414f35a68d5abaaa2c0e76,5a8bc65990b245e5a138643cd4eb9837
268551,bb54106e5dc34e33a94981ae317ab3da,offer_fail
268555,f95b3a584b014e4799c50e405ccf43c7,5a8bc65990b245e5a138643cd4eb9837
268564,4c96ee37b5bb4d389177ca83222d5d84,offer_fail
268592,7236a35b4970427cb85791371e40d96a,offer_fail
268597,c64ca3264b8a421882bc7055d1776f44,offer_fail
268604,c1be2d7ddff648ba80e1a27c7fc9bff8,offer_fail
268611,507e271f7d2f43458ba0162db5c41b3f,5a8bc65990b245e5a138643cd4eb9837
268616,7127e3ab3285454d8c8c512cbf1d4ad1,offer_fail
268636,19d1a0f6f21a4bc4a83b2be6a6ff60ad,offer_fail
268638,fb80db90446a475db59c2c82cbd26fec,offer_fail
268645,47996f735e14433cb112c6621ab13b80,5a8bc65990b245e5a138643cd4eb9837
268659,a83b13b3bfe245189f5cf414ba2cdb3f,5a8bc65990b245e5a138643cd4eb9837
268664,cfd66def1f3c4050a1d7dfd3f928cd44,5a8bc65990b245e5a138643cd4eb9837
268677,70d11cdff70d4e7a9cb5d11cac23a88c,offer_fail
268683,33363cabd4a94bb181a90dd22b572f65,5a8bc65990b245e5a138643cd4eb9837
268690,ee910fc2af6c4c52b92487b5267caa2a,5a8bc65990b245e5a138643cd4eb9837
268697,91bd75d075614ac6802816fcb6009258,5a8bc65990b245e5a138643cd4eb9837
268698,373e42d973c04afb80cef6763b7fe6eb,5a8bc65990b245e5a138643cd4eb9837
268712,3e53b5f8dd95442ab475df8a21906839,5a8bc65990b245e5a138643cd4eb9837
268720,5e2b7a1c76eb4c7c825c331b9a9f696e,offer_fail
268723,b9ddc4c9d1b944d0848f619be3bd65e9,5a8bc65990b245e5a138643cd4eb9837
268737,04a19ef08c9c4648a587d64ff72bf6df,offer_fail
268738,5cfc907778a9457382cf0731819cebe2,5a8bc65990b245e5a138643cd4eb9837
268743,f540ab0d259d4afd93a15d665cbbe094,offer_fail
268753,568ef95aa1cd4c11b9d2957865df672c,5a8bc65990b245e5a138643cd4eb9837
268767,1f5a8953d3db4e02b8e7ea4705f6aefb,offer_fail
268803,3ca20862e3af4c93a769d3876ff8b48c,offer_fail
268807,a3987eccf7c744b7985e432bdb377742,5a8bc65990b245e5a138643cd4eb9837
268813,47ba5d6d618e4e4a8c1baeff7047a44f,5a8bc65990b245e5a138643cd4eb9837
268834,8efe784d3d864d1294e5d6c71af22032,5a8bc65990b245e5a138643cd4eb9837
268837,c56f0935f02a47158c4d7792e3cee843,offer_fail
268838,30d1da64d80a40d5ab3fc81611f367f7,5a8bc65990b245e5a138643cd4eb9837
268849,b901d4c1272944f198e4a708b89e6591,offer_fail
268857,2617bb645c38463ab5b0353e8e83ce3e,5a8bc65990b245e5a138643cd4eb9837
268870,763c4dff89034d43a12a6181f1545c5e,offer_fail
268894,0681388282b14555ac390bef6c526ed7,offer_fail
268908,e8106815ce0f46aba0f62cb2750a35ba,5a8bc65990b245e5a138643cd4eb9837
268918,878a89abc3bd43a8841629c4e84187aa,5a8bc65990b245e5a138643cd4eb9837
268919,878a89abc3bd43a8841629c4e84187aa,5a8bc65990b245e5a138643cd4eb9837
268928,a8735bc18be847ce9bdf3a1ff1f8699f,offer_fail
268950,3de3dd15821b4d0bac9ab28deb6b3eb5,5a8bc65990b245e5a138643cd4eb9837
268951,499508df5d6f4a009fa4f8443a7efa2b,offer_fail
268952,6637c362108d43b89e711ab4ec3b00f0,offer_fail
268985,9ea9262561d94375ad878f964299ca8c,5a8bc65990b245e5a138643cd4eb9837
268998,7b42b5bbe237406aaf2748a09050f745,5a8bc65990b245e5a138643cd4eb9837
269015,1719f6842add4adb962c9d91dc53b3b0,5a8bc65990b245e5a138643cd4eb9837
269016,bdb6930083264f59972a52d29cc39be9,offer_fail
269021,308ff34e79a94ca481c8c7876872147c,offer_fail
269022,308ff34e79a94ca481c8c7876872147c,offer_fail
269023,aed59d1f47be4f73ba402ede49666b7a,offer_fail
269025,5bd4ef761f804ba4be5f96bb0c59e7b3,offer_fail
269026,88db910b5b2f414ca7038d8df1faf251,offer_fail
269031,c63d20f7b9f146da8a6993468b2c2be6,5a8bc65990b245e5a138643cd4eb9837
269041,f3d444bdb33447e596c8971e64dee3b2,5a8bc65990b245e5a138643cd4eb9837
269050,1bdbca24f6f04fd58ae5343f0691a129,offer_fail
269052,6a9fc468f1b344e4bed4893777bcd6a4,5a8bc65990b245e5a138643cd4eb9837
269078,0be57c9e9b2048a7b769669347c6c138,offer_fail
269088,37e765f48ac840a4b6de70c953d6576f,offer_fail
269103,422631a65e9242009e76974de2e350d3,5a8bc65990b245e5a138643cd4eb9837
269104,a9cef69578a748aba5ac101d3da4c250,offer_fail
269106,e222f48587d34bffa2840f73c0ea734e,offer_fail
269110,bf503781b2c448cdbc07ea351aaa3a48,5a8bc65990b245e5a138643cd4eb9837
269119,6173007b6ae64babb187f60c2c75283b,5a8bc65990b245e5a138643cd4eb9837
269123,79fd2e6ffce44b4da0f8a767537c1ee9,offer_fail
269124,79fd2e6ffce44b4da0f8a767537c1ee9,offer_fail
269125,79fd2e6ffce44b4da0f8a767537c1ee9,offer_fail
269126,752b38d02c834c1b9ad4fee3fa8f7dc3,offer_fail
269134,55a1796bd57140279edac3bb4166a8cb,offer_fail
269148,2acc7c8939034af1b712b3568af31a44,offer_fail
269149,2acc7c8939034af1b712b3568af31a44,offer_fail
269150,2acc7c8939034af1b712b3568af31a44,offer_fail
269151,2acc7c8939034af1b712b3568af31a44,offer_fail
269152,2acc7c8939034af1b712b3568af31a44,offer_fail
269153,2acc7c8939034af1b712b3568af31a44,offer_fail
269154,2acc7c8939034af1b712b3568af31a44,offer_fail
269155,2acc7c8939034af1b712b3568af31a44,offer_fail
269156,107c2d7acb4749428bc169dc0c29733b,5a8bc65990b245e5a138643cd4eb9837
269160,5e4f7ab0a1b84d1d90b77926280c6fa3,5a8bc65990b245e5a138643cd4eb9837
269164,f74c63ee851140e195e36f802fce118c,offer_fail
269169,76fb9cbfc6364c768ce577226a2e03f2,offer_fail
269170,0f805acee74a41569d7a467285231bf0,5a8bc65990b245e5a138643cd4eb9837
269172,44e30e38a2a146edb83819aad2d1e32c,offer_fail
269173,04c4f933a8864cccbd4560e090355657,offer_fail
269174,612b51c917404bd4a62d46e5b2fedfca,offer_fail
269175,7289d4edea3843f28c2ceeddcff360d2,offer_fail
269183,a5de55851a684b2f8b31a7d9043f0210,5a8bc65990b245e5a138643cd4eb9837
269185,1845602260c648c8a308952233f249a1,offer_fail
269186,1845602260c648c8a308952233f249a1,offer_fail
269187,1845602260c648c8a308952233f249a1,offer_fail
269188,1845602260c648c8a308952233f249a1,offer_fail
269189,1845602260c648c8a308952233f249a1,offer_fail
269190,1845602260c648c8a308952233f249a1,offer_fail
269191,054a387e28fb4939abfe484ea801ff3f,5a8bc65990b245e5a138643cd4eb9837
269198,cf6b3e981a884ea885d876fec1f1831c,5a8bc65990b245e5a138643cd4eb9837
269201,2db0f863824b49a599926b5a8b24cdf9,offer_fail
269203,9c2ff857fe4a482f9ef6cbab6bd551c2,offer_fail
269219,2c4fb0413a3f414bbaf0c6738b99a4de,5a8bc65990b245e5a138643cd4eb9837
269238,7da25b87262f4c75bac253cf5e5d9039,5a8bc65990b245e5a138643cd4eb9837
269240,a8eeba0c07d04ce481e01e28722acfa2,5a8bc65990b245e5a138643cd4eb9837
269241,867ec930f3d34fd3a907b5ef074b2c39,5a8bc65990b245e5a138643cd4eb9837
269254,b136f3c766854b28a5d5a156758e1215,5a8bc65990b245e5a138643cd4eb9837
269255,b136f3c766854b28a5d5a156758e1215,5a8bc65990b245e5a138643cd4eb9837
269271,8a2ce69930a740ba9a1de18a509abba7,offer_fail
269286,dd44e6a1f6f540298af26a842d134262,offer_fail
269291,ad20bf997b3d4d99b6c8afd17a33232b,offer_fail
269295,384c25983b6b40208362f8053b62378e,offer_fail
269322,a8cbc68021424631b983f29a73974b11,offer_fail
269328,9d2b3df217334085aa72aeba559b70e1,5a8bc65990b245e5a138643cd4eb9837
269337,8cdc79bcad21462f92d7f0e35ac66cc0,offer_fail
269351,b78e48b42f1b416e84504333ea442401,5a8bc65990b245e5a138643cd4eb9837
269372,0c2b6d3f0ec041e0b3ff7bca40fd57c1,offer_fail
269373,67d07ddc731f420ead3ee2ff451b72ad,offer_fail
269397,3269f677f2964ad482de5f00d866293a,5a8bc65990b245e5a138643cd4eb9837
269416,72badd9799484051b932f217a75f11b5,5a8bc65990b245e5a138643cd4eb9837
269423,d4c4f37033e047339d27c2a01bfd6e01,offer_fail
269426,233145afbbf9433599ed804197970a81,offer_fail
269427,bf08cd5a3a224626a4e5622557511d35,offer_fail
269465,8473f9b56d92467c98e27741cb144838,5a8bc65990b245e5a138643cd4eb9837
269491,2df2ed63d4ad4ddf9c3e0a3d7d1fb4dd,5a8bc65990b245e5a138643cd4eb9837
269496,1ee3e36220f5437fb0523779f9318b85,offer_fail
269497,8357d06bb1b54416ac7579127de07a7c,offer_fail
269498,1ee3e36220f5437fb0523779f9318b85,offer_fail
269504,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269505,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269506,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269507,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269508,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269509,4cc3ffb5a6d24497a714c9bdebb580a0,5a8bc65990b245e5a138643cd4eb9837
269512,abaae4fc298b48dd916955fb6e51f5d1,offer_fail
269526,1ee3e36220f5437fb0523779f9318b85,offer_fail
269534,856a6b35bd6d428591546ccea00cfb29,offer_fail
269536,1037d130e5e14c1a8b40bbf7219fb9a8,offer_fail
269538,a92ee1678a77410cad6f44a6a7391ec9,offer_fail
269540,8d8b816a5cd848cebcca2001ae4d7eb4,offer_fail
269541,de2fdfba151e4fa6a940412e771316c4,offer_fail
269543,86511f2423364a9899c14ac91b712d75,5a8bc65990b245e5a138643cd4eb9837
269547,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269548,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269549,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269550,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269551,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269552,2bbe19e5b04c487a859834b30845f4c8,offer_fail
269570,834f038d4c50414892ada61f7437ad3f,5a8bc65990b245e5a138643cd4eb9837
269572,834f038d4c50414892ada61f7437ad3f,5a8bc65990b245e5a138643cd4eb9837
269579,1b0aefbe38e04590808dc375e92387ce,offer_fail
269606,2ce5368d5fe144288f84f5d9f834855d,5a8bc65990b245e5a138643cd4eb9837
269608,1f7835d6032d406bb85d6abc09ce1d5d,offer_fail
269644,36309ec0551e4e6f8f8ff08bad4eeb8e,offer_fail
269645,99663aba00a64b92b356bad69bc86b55,offer_fail
269646,99663aba00a64b92b356bad69bc86b55,offer_fail
269654,99cb2a9c95ef4f14999129b4dd56472e,offer_fail
269672,36309ec0551e4e6f8f8ff08bad4eeb8e,offer_fail
269673,36309ec0551e4e6f8f8ff08bad4eeb8e,offer_fail
269679,6a4b3abb28894446a49e55602ffa9caf,offer_fail
269683,ea1c5394b7194cc38bcd22b2478d559d,offer_fail
269690,cdd99aa76e7546ac91112dd36cf7455b,5a8bc65990b245e5a138643cd4eb9837
269691,cdd99aa76e7546ac91112dd36cf7455b,5a8bc65990b245e5a138643cd4eb9837
269701,c2938f6da5f047658f1a6500e86b20b4,offer_fail
269709,6d43ca076aef48c3a20af0ce5cce1a52,offer_fail
269726,d02ed1185b7f46718b0bf0bf6b1015a2,5a8bc65990b245e5a138643cd4eb9837
269747,5006ee4969274e748cb817d2433c65ab,5a8bc65990b245e5a138643cd4eb9837
269748,5006ee4969274e748cb817d2433c65ab,5a8bc65990b245e5a138643cd4eb9837
269755,d129c17e6acf4ed4aea48bb09885575b,5a8bc65990b245e5a138643cd4eb9837
269762,c52d1477fb73416fa92d1a95d973ab97,offer_fail
269792,db7093f9994f438ba01ffdc8f70b69e0,offer_fail
269797,3f7455c3e73f420f870336592072879c,5a8bc65990b245e5a138643cd4eb9837
269822,a6c6bc7bbbaa46f4a7c36d036cf537b2,5a8bc65990b245e5a138643cd4eb9837
269830,9c02b46ea37b4f489ab38565f865f9c6,offer_fail
269836,a44a954015e44908aaf220abdd1f65f2,offer_fail
269839,d3cddb41ae3b43edaa67777501c32e45,offer_fail
269846,97d7120a2a154a6d98b053e64b782ecf,offer_fail
269878,0d9a6758e02e4e11a68d48c22ccd8901,offer_fail
269883,87fdae2050aa4033b2aed90983a6d3be,offer_fail
269890,755c3aab55a0423bb2142c97e0b3fd63,5a8bc65990b245e5a138643cd4eb9837
269895,f093e47717a7481786d016b1fe56d1ad,5a8bc65990b245e5a138643cd4eb9837
269901,543fda4e7a1842c589960b0304e8ecde,offer_fail
269902,48343aa8784f40e8a0582038379f1da8,5a8bc65990b245e5a138643cd4eb9837
269903,48343aa8784f40e8a0582038379f1da8,5a8bc65990b245e5a138643cd4eb9837
269916,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269917,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269918,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269919,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269920,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269921,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269922,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269923,b6c3ed89aadd465f85bb0bfb9110b201,5a8bc65990b245e5a138643cd4eb9837
269926,0be4d6e6e5a64e4eaca901db0b124fbe,5a8bc65990b245e5a138643cd4eb9837
269927,0be4d6e6e5a64e4eaca901db0b124fbe,5a8bc65990b245e5a138643cd4eb9837
269931,8b77111979174c3881d688972c62cd4e,5a8bc65990b245e5a138643cd4eb9837
269940,b993a783cfe844848fc165a1de3926b1,offer_fail
269959,9c3f4f9d23d04636920cfe024b05eb6d,offer_fail
269961,97a94283e9a84bb2907d7fb3402c5e26,offer_fail
269963,c00d1f6e8cba4787a00766232ae4711c,5a8bc65990b245e5a138643cd4eb9837
269976,3b34370727654cfca5322bca2aba9ffd,5a8bc65990b245e5a138643cd4eb9837
269979,dc3671b2bda24c8896b5ac9019efe7ba,offer_fail
269990,9206ea0810554e108e66f0cc3058b539,offer_fail
269994,c467dd04ee094c8f99721458ec7b546b,5a8bc65990b245e5a138643cd4eb9837
